,Model,Brand,Colour,Style,Fabrication,Price,Picture,Age,size,Fabricarion,FabricationMaterial,Fabriction,Volume,Fabircation,Suitable,Includes,Sneaker,Footwear,Base,Ingredients,Formal,Toe,Sport,Size,Qty,Care
500,VANS Sport - (suede) white,Vans,White,Code VN0A4BU6XNH1,Suede Upper with Waffle Sole,R649,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2091092/original.jpg,men,"UK 6, UK 7, UK 8, UK 9, UK 10, UK 11, ",,,,,,,,,,,,,,,,,
501,Cl legacy - ftwr white/chalk/vector navy,Reebok,Ftwr white/chalk/vector navy,Code FY7747,Textile upper with suede overlays & Rubber Sole,R979,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2095239/original.jpg,men,"UK 12, UK 6, UK 7, UK 8, UK 9, UK 10, UK 11, ",,,,,,,,,,,,,,,,,
502,Cl legacy - cold grey 6/ftwr white/matte silver,Reebok Classic,Cold grey 6/ftwr white/matte silver,Code FY7748,Textile upper with Suede Overlays & Rubber Sole,R979,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2095265/original.jpg,men,"UK 11, UK 12, UK 6, UK 7, UK 8, UK 9, UK 10, ",,,,,,,,,,,,,,,,,
503,Continental 80 stripes - ftwr white/collegiate navy/vivid red,adidas Originals,Ftwr white/collegiate navy/vivid red,Code FX5090,Leather Upper with Rubber Sole,R1274,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2094888/original.jpg,men,"UK 6, UK 7, UK 8, UK 9, UK 10, UK 11, UK 12, UK 13, ",,,,,,,,,,,,,,,,,
504,Continental 80 stripes - core black/collegiate navy/vivid red,adidas Originals,Core black/collegiate navy/vivid red,Code FX5091,Leather Upper with Rubber Sole,R1274,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2094911/original.jpg,men,"UK 6, UK 7, UK 8, UK 9, UK 10, UK 11, UK 12, UK 13, ",,,,,,,,,,,,,,,,,
505,Superstar - core black/core black/fox orange,adidas Originals,core black/core black/fox orange,,Leather Upper/Rubber Sole,R1199,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2066852/original.jpg,men,"UK 7, UK 8, UK 9, UK 10, UK 11, UK 12, UK 6, ",,,,,,,,,,,,,,,,,
506,Supercourt - ftwr white/silver met./ftwr white,adidas Originals,Ftwr white/silver met./ftwr white,Code FX5714,Leather Upper with Rubber Sole,R1104,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2094972/original.jpg,men,"UK 6, UK 7, UK 8, UK 9, UK 10, UK 11, UK 12, UK 13, ",,,,,,,,,,,,,,,,,
507,Zx 700 - core black/core black/core black,adidas Originals,Core black/core black/core black,Code FZ2818,Mesh upper with Synthetic suede overlays & Rubber Sole,R1274,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2095311/original.jpg,men,"UK 6, UK 8, UK 10, UK 11, UK 7, UK 9, UK 12, UK 13, ",,,,,,,,,,,,,,,,,
508,Zx 2k boost - ftwr white/grey one/collegiate navy,adidas Originals,"White, Grey & Collegiate Navy",,Textile Upper/Rubber Sole,R2024,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2065981/original.jpg,men,"UK 6, UK 7, UK 8, UK 11, UK 9, UK 10, ",,,,,,,,,,,,,,,,,
509,Cl legacy - cold grey/pure grey,Reebok,Cold grey 4/cold grey 6/pure grey,,"Textile, Synthetic Upper/Rubber Sole",R979,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2050383/original.jpg,men,"UK 3, UK 4, UK 5, UK 6, UK 7, UK 8, UK 9, UK 10, UK 11, ",,,,,,,,,,,,,,,,,
510,Top ten - ftwr white/chalk white/ftwr white,adidas Originals,Ftwr white/chalk white/ftwr white,Code FV6131,Leather & Suede Upper with Rubber Sole,R1274,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2094829/original.jpg,men,"UK 6, UK 7, UK 8, UK 9, UK 10, UK 11, UK 12, ",,,,,,,,,,,,,,,,,
511,Cadet - mink grey,G-Star RAW,Mink Grey,,100% PU-leather Polyurethane,R1049,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2204513/original.jpg,men,"UK 6, UK 8, UK 9, UK 10, UK 11, UK 12, UK 7, ",,,,,,,,,,,,,,,,,
512,Cadet ii - dark saru blue,G-Star RAW,Dark saru blue,,Suede Upper/Rubber Sole,R1399,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2094043/original.jpg,men,"UK 6, UK 7, UK 9, UK 11, UK 12, UK 8, UK 10, ",,,,,,,,,,,,,,,,,
513,Cadet ii - combat,G-Star RAW,Combat,,Faux-suede upper/Rubber Sole,R1399,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2093735/original.jpg,men,"UK 8, UK 9, UK 10, UK 11, UK 12, UK 6, UK 7, ",,,,,,,,,,,,,,,,,
514,Mirage mox -  mirage mox,PUMA Select,Steel Grey - eggnog,,Mesh Upper/Rubber Sole,R1494,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2071826/original.jpg,men,"UK 6, UK 8, UK 9, UK 10, UK 11, UK 7, ",,,,,,,,,,,,,,,,,
515,Cadet ii - steel grey,G-Star RAW,Steel Grey,,,R1399,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2093801/original.jpg,men,"UK 6, UK 8, UK 9, UK 10, UK 11, UK 12, UK 7, ",,,,,,,,,,,,,,,,,
516,Instapump fury og - black/white/beige,Reebok,black/white/beige,,"Textile, Synthetic Upper/Rubber Sole",R2099,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2050477/original.jpg,men,"UK 11, UK 6, UK 7, UK 8, UK 9, UK 10, ",,,,,,,,,,,,,,,,,
517,Zx 2k boost - acid yellow/core black/ftwr white,adidas Originals,"Acid Yellow, Black Core, White",,Textile Upper/Rubber Sole,R2024,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2065965/original.jpg,men,"UK 6, UK 7, UK 8, UK 9, UK 10, UK 11, UK 12, ",,,,,,,,,,,,,,,,,
518,Lyte classic - carrier grey/piedmont grey,Asics,carrier grey/piedmont grey,,Textile Upper/Ruuber Sole,R899,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2052738/original.jpg,men,"UK 11, UK 6, UK 7, UK 8, UK 9, UK 10, UK 12, ",,,,,,,,,,,,,,,,,
519,Rs-connect drip -  rs-connect,PUMA Select,biscay green - puma white,,Mesh Upper/Rubber Sole,R1724,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2070852/original.jpg,men,"UK 10, UK 11, UK 6, UK 7, UK 8, UK 9, ",,,,,,,,,,,,,,,,,
520,Cl legacy pure - morning fog/cool shadow/orange flare,Reebok,Morning fog/cool shadow/orange flare,Code FZ2921,Textile upper with leather overlays & Rubber Sole,R1049,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2085431/original.jpg,men,"UK 10, UK 11, UK 6, UK 7, UK 8, UK 9, UK 12, ",,,,,,,,,,,,,,,,,
521,Zx 700 - scarlet/wild sepia/collegiate burgundy,adidas Originals,scarlet/wild sepia/collegiate burgundy,,Synthetic Upper/Rubber Sole,R1104,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2066888/original.jpg,men,"UK 6, UK 7, UK 8, UK 9, UK 10, UK 11, UK 12, ",,,,,,,,,,,,,,,,,
522,Retrorunner - ftwr white/team royal blue/vivid red,adidas Originals,ftwr white/team royal blue/vivid red,,"Leather, Textile Upper/Rubber Sole",R899,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2067034/original.jpg,men,"UK 6, UK 7, UK 8, UK 9, UK 10, UK 11, UK 12, UK 13, ",,,,,,,,,,,,,,,,,
523,Cl legacy - black/neon mint/dark orchid,Reebok,black/neon mint/dark orchid,,Leather Upper/Rubber Sole,R979,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2066710/original.jpg,men,"UK 12, UK 6, UK 7, UK 8, UK 9, UK 10, UK 11, ",,,,,,,,,,,,,,,,,
524,Gsm - white/imperial,Onitsuka Tiger,White/imperial,Code 1183A651-105,Leather Upper with Rubber Sole,R1399,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2080305/original.jpg,men,"UK 6, UK 7, UK 8, UK 9, UK 10, UK 11, UK 12, ",,,,,,,,,,,,,,,,,
525,Air Force 1 '07 - white/white,Nike,white/white,,"Synthetic, Textile Upper/Rubber Sole",R1799,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2080444/original.jpg,men,"UK 11.5, UK 13, UK 6, UK 7, UK 8, UK 9, UK 10, UK 11, UK 12, ",,,,,,,,,,,,,,,,,
526,Mexico 66 - cream/red brick,Onitsuka Tiger,Cream/red brick,Code 1183A201-109,,R944,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2080286/original.jpg,men,"UK 3, UK 4, UK 5, UK 6, UK 8, UK 9, UK 11, UK 7, UK 10, UK 12, ",,,,,,,,,,,,,,,,,
527,Mexico 66 - beige/grass green,Onitsuka Tiger,Beige/grass green,Code DL408-1785,,R1349,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2080380/original.jpg,men,"UK 3, UK 4, UK 5, UK 6, UK 7, UK 8, UK 9, UK 11, UK 10, ",,,,,,,,,,,,,,,,,
528,574v2 - black/blue,New Balance,Black/blue,Code ml574wk2,Textile Upper with Rubber Sole,R1699,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2079517/original.jpg,men,"UK 6, UK 9, UK 11, UK 11.5, UK 7, UK 8, UK 10, ",,,,,,,,,,,,,,,,,
529,574v2 - grey/black,New Balance,Grey/black (061),Code ML574WB2,Textile Upper with Rubber Sole,R1699,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2079499/original.jpg,men,"UK 8, UK 6, UK 7, UK 9, UK 10, UK 11, ",,,,,,,,,,,,,,,,,
530,Kung Fu Panda x Zig Kinetica,Reebok,Marigold/lavish purple/puzzled purple,,"Synthetic, Textile Upper/Rubber Sole",R1609,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2050534/original.jpg,men,"UK 6, UK 7, UK 8, UK 9, UK 10, UK 11, ",,,,,,,,,,,,,,,,,
531,ASSASSIN'S CREED VALHALLA x CL LEGACY,Reebok,Grey/Black,,,R1049,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2050455/original.jpg,men,"UK 11, UK 12, UK 6, UK 7, UK 8, UK 9, UK 10, ",,,,,,,,,,,,,,,,,
532,Stan Smith - white / green,adidas Originals,Ftwr white/ftwr white/greenleather,Code FX5502,Synthetic Upper with Rubber Sole,R1124,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2048473/original.jpg,men,"UK 3, UK 4, UK 4.5, UK 5, UK 5.5, UK 6, UK 7, UK 8, UK 9, UK 10, UK 11, UK 12, UK 13, ",,,,,,,,,,,,,,,,,
533,Stan Smith - white / collegiate navy,adidas Originals,Ftwr white/ftwr white/collegiate navy,Code FX5501,Synthetic Upper with Rubber Sole,R1124,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2048458/original.jpg,men,"UK 12, UK 6, UK 7, UK 8, UK 9, UK 10, UK 11, UK 13, ",,,,,,,,,,,,,,,,,
534,Gel-lyte iii og - baltic jewel/black,Asics,Baltic Jewel/Black,Code 1201A180-300,Synthetic Upper,R1169,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2075570/original.jpg,men,"UK 3, UK 4, UK 5, UK 7, UK 8, UK 9, UK 11, UK 6, UK 10, ",,,,,,,,,,,,,,,,,
535,Puma taper - puma black-puma white-puma black,PUMA,puma black-puma white-puma black,,Mesh Upper/Rubber Sole,R711,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2071166/original.jpg,men,"UK 6, UK 7, UK 8, UK 9, UK 10, UK 11, UK 12, UK 13, ",,,,,,,,,,,,,,,,,
536,Future rider intl game - puma white - tigerlily,PUMA,Neutral,,Leather Upper/Rubber Sole,R1274,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2071921/original.jpg,men,"UK 9, UK 11, UK 12, UK 6, UK 7, UK 8, UK 10, ",,,,,,,,,,,,,,,,,
537,Chuck taylor all star glow-in-the-dark archive print ox - black/glow in the dark/white - archive print - gitd,Converse,Black/glow in the dark/white - archive print - gitd,Code 169593C,,R584,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2059540/original.jpg,men,"UK 10, UK 6, UK 7, UK 8, UK 9, UK 11, ",,,,,,,,,,,,,,,,,
538,Nike daybreak  - pure platinum/black-gym red-sail,Nike,pure platinum/black-gym red-sail,,"Leather, Suede Upper/Rubber Sole",R1104,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2055747/original.jpg,men,"UK 6, UK 7, UK 8, UK 9, UK 10, UK 11, UK 12, ",,,,,,,,,,,,,,,,,
539,Nike daybreak  - lt armory blue/obsidian-white-sail,Nike,lt armory blue/obsidian-white-sail,,"Nylon, leather Upper/Rubber Sole",R1104,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2056531/original.jpg,men,"UK 6, UK 7, UK 8, UK 9, UK 10, UK 11, UK 12, ",,,,,,,,,,,,,,,,,
540,Nike daybreak  - limelight/electro orange-healing jade,Nike,limelight/electro orange-healing jade,,"Textile,Suede Upper/Rubber",R1104,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2056514/original.jpg,men,"UK 6, UK 7, UK 8, UK 9, UK 10, UK 11, UK 12, ",,,,,,,,,,,,,,,,,
541,Ua classic slip-on sf - (michael february) black/olive,Vans,black/olive,,"Textile, Suede Upper/Rubber Sole",R649,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2055082/original.jpg,men,"UK 3, UK 4, UK 5, UK 6, UK 7, UK 8, UK 9, UK 10, UK 11, ",,,,,,,,,,,,,,,,,
542,Zx 2k boost - core black/core black/glory blue,adidas Originals,Black & Glory Blue,Code FX7029,Textile Upper & Rubber Sole,R1754,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2192962/original.jpg,men,"UK 6, UK 7, UK 10, UK 11, UK 8, UK 9, UK 12, UK 13, ",,,,,,,,,,,,,,,,,
543,Zx 2k boost - ftwr white/metallic silver/glory blue,adidas Originals,Ftwr white/metallic silver/glory blue,Code FY5725,,R2024,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2048560/original.jpg,men,"UK 7, UK 10, UK 11, UK 12, UK 6, UK 8, UK 9, ",,,,,,,,,,,,,,,,,
544,Superstar - white/royal blue,adidas Originals,Cloud White & Royal Blue,Code FY2826,Leather Upper with Rubber Sole,R909,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1930312/original.jpg,men,"UK 9, UK 6, UK 7, UK 8, UK 10, UK 11, UK 12, ",,,,,,,,,,,,,,,,,
545,Anta knit mid - black/green/white,ANTA,black/green/white,,Mesh Upper/Rubber Sole,R909,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2037026/original.jpg,men,"UK 7, UK 8, UK 9, UK 10, ",,,,,,,,,,,,,,,,,
546,Anta loops - black/white,ANTA,Black & white,,Synthetic Upper/Rubber Sole/EVA Midsole,R844,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2037086/original.jpg,men,"UK 7, UK 8, UK 9, UK 10, ",,,,,,,,,,,,,,,,,
547,Anta knit mid - white & blue,ANTA,White/Bright Blue/Black,,Mesh Upper/Molding EVA/Rubber Sole,R909,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2037186/original.jpg,men,"UK 7, UK 8, UK 9, UK 10, ",,,,,,,,,,,,,,,,,
548,Anta sportstyle - white/black,ANTA,White,,Mesh Upper/Molding EVA/Rubber Sole,R486,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2037181/original.jpg,men,"UK 9, UK 7, UK 8, UK 10, ",,,,,,,,,,,,,,,,,
549,Ralph sampson mc w.cats - puma white-puma black-whisper white,PUMA,Puma White-Puma Black-Whisper White,Code 37333901,Leather upper with suede & textile overlays & Rubber Sole,R974,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2032711/original.jpg,men,"UK 11, UK 12, UK 6, UK 7, UK 8, UK 9, UK 10, ",,,,,,,,,,,,,,,,,
550,Oslo-city helly hansen - puma white-glacier grey,PUMA Select,Puma White-Glacier Grey,Code CHINA,Leather and suede overlays,R1429,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2033923/original.jpg,men,"UK 10, UK 6, UK 7, UK 8, UK 9, UK 11, ",,,,,,,,,,,,,,,,,
551,Rs-x hard drive elektro green - Puma white,PUMA,Puma White,Code 36981812,Mesh Upper with Synthetic Overlays & Rubber Sole,R1299,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2034122/original.jpg,men,"UK 10, UK 11, UK 6, UK 7, UK 8, UK 9, ",,,,,,,,,,,,,,,,,
552,Rs-2k rf - puma black - vaporous gray,PUMA Select,Puma Black - Vaporous Gray,,PU Upper/Rubber Sole,R1429,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2032839/original.jpg,men,"UK 11, UK 6, UK 7, UK 8, UK 9, UK 10, UK 12, ",,,,,,,,,,,,,,,,,
553,Ralph sampson von dutch - puma black,PUMA Select,Puma Black,,Suede Upper with rubber sole,R1299,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2032823/original.jpg,men,"UK 9, UK 11, UK 6, UK 7, UK 8, UK 10, ",,,,,,,,,,,,,,,,,
554,H-clever desert ab sneakers - angora,Diesel,Angora,Code y02419-p3522-t2004,Suede Upper with Rubber Sole,R1949,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2025572/original.jpg,men,"UK 10, UK 6, UK 7, UK 8, UK 9, UK 11, UK 12, ",,,,,,,,,,,,,,,,,
555,Blazer mid '77 vntg - bq6806-106 - white/light bone-sail,Nike,White/light bone-sail,Code BQ6806-106,Leather Upper with Rubber Sole,R1599,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2025752/original.jpg,men,"UK 6, UK 11, UK 5, UK 5.5, UK 6.5, UK 7, UK 7.5, UK 8, UK 8.5, UK 9, UK 9.5, UK 10, UK 10.5, ",,,,,,,,,,,,,,,,,
556,S-astico mc - forest night,Diesel,Forest Green,Code y01993-pr163-t7167,Canvas Upper with Rubber Sole,R1949,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2024460/original.jpg,men,"UK 11, UK 12, UK 6, UK 7, UK 8, UK 9, UK 10, ",,,,,,,,,,,,,,,,,
557,S-clever ll - angora,Diesel,Angora,Code y02333-p3522-t2004,Suede Upper with Rubber Sole,R1949,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2024664/original.jpg,men,"UK 12, UK 6, UK 7, UK 8, UK 9, UK 10, UK 11, ",,,,,,,,,,,,,,,,,
558,S-astico mid cut sneakers - tawny red,Diesel,Tawny red,Code y02370-p1992-t5016,Canvas Upper with Rubber Sole,R1299,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2024951/original.jpg,men,"UK 11, UK 6, UK 7, UK 8, UK 9, UK 10, UK 12, ",,,,,,,,,,,,,,,,,
559,SB Zoom Stefan Janoski FL RM  - tumbled grey/white,Nike,"Tumbled Grey, White-tumbled Grey-white",Code ci3836-002,Suede Upper with Rubber sole,R909,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2023789/original.jpg,men,"UK 6, UK 7, UK 8, UK 9, UK 10, UK 11, UK 12, ",,,,,,,,,,,,,,,,,
560,S-astico mc - caramel cafe,Diesel,Caramel cafe,Code y01993-pr163-t2335,Canvas Upper with Rubber Sole,R1949,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2024446/original.jpg,men,"UK 10, UK 11, UK 12, UK 6, UK 7, UK 8, UK 9, ",,,,,,,,,,,,,,,,,
561,Ua era 95 dx - (anaheim factory) og navy/og tan,Vans,(anaheim factory) og navy/og tan,Code vn0a2rr11v21,Canvas Upper with Rubber sole,R584,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2020598/original.jpg,men,"UK 11, UK 6, UK 7, UK 8, UK 9, UK 10, ",,,,,,,,,,,,,,,,,
562,Ralph sampson mid stitch - gray violet-whisper white,PUMA,Grey Violet-Whisper White,Code 37334001,Leather Upper with Rubber Sole,R1169,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2018815/original.jpg,men,"UK 6, UK 9, UK 10, UK 11, UK 12, UK 7, UK 8, ",,,,,,,,,,,,,,,,,
563,Ctas star series run ox m 166521c - almost black/mason,Converse,Almost black/mason,Code 166521c,,R714,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2013022/original.jpg,men,"UK 6, UK 7, UK 8, UK 9, UK 10, UK 11, ",,,,,,,,,,,,,,,,,
564,2750 - beige camel,SUPERGA,Beige camel,Code S000010-W69,Canvas Upper with Rubber Sole,R486,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2014075/original.jpg,men,"UK 2.5, UK 3.5, UK 5, UK 5.5, UK 6, UK 6.5, UK 7, UK 4, UK 8, UK 9, UK 10, UK 10.5, UK 11, ",,,,,,,,,,,,,,,,,
565,Rs-2k messaging - puma white-elektro green,PUMA,Puma white-elektro green,Code 37297501,Mesh & Synthetic Upper with Rubber Sole,R1429,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2012886/original.jpg,men,"UK 12, UK 6, UK 7, UK 8, UK 9, UK 10, UK 11, ",,,,,,,,,,,,,,,,,
566,Tokyo shibuya - multi,lotto,Brown/Tan/Blue,,Nylon & Suede Upper,R844,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2003450/original.jpg,men,"UK 10.5, UK 8, UK 9, UK 10, ",,,,,,,,,,,,,,,,,
567,Lotto 1973 evo - black,lotto,Black/White,,PU Upper,R519,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2000658/original.jpg,men,"UK 6, UK 7, UK 8, UK 9, UK 10, UK 11, ",,,,,,,,,,,,,,,,,
568,Lotto 1973 evo - black & white,lotto,Black & White,,Textile Upper with Suede Overlays,R519,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2102718/original.jpg,men,"UK 6, UK 8, UK 9, UK 10, UK 11, UK 7, ",,,,,,,,,,,,,,,,,
569,Lotto runner plus - grey,lotto,Grey,,Textile Upper with Suede Overlays,R649,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1999090/original.jpg,men,"UK 6.5, UK 9, UK 10, UK 7, UK 8, UK 11, ",,,,,,,,,,,,,,,,,
570,Lotto runner plus - red,lotto,Red,,Textile Upper with Suede Overlays,R649,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1999050/original.jpg,men,"UK 6.5, UK 9, UK 10, UK 7, UK 8, UK 11, ",,,,,,,,,,,,,,,,,
571,Soko - acid buzz/core black/old gold,adidas Originals,"Acid Buzz, Core Black & Old Gold",Code fv0977,Mesh Upper with Rubber sole,R1104,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1869115/original.jpg,men,"UK 5, UK 8, UK 9, UK 10, UK 11, UK 12, UK 6, UK 7, ",,,,,,,,,,,,,,,,,
572,Soko - dark purple/core black/ftwr white,adidas Originals,"Dark Purple, Core Black & Ftwr White",Code fv9190,Mesh Upper with Rubber sole,R1104,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1951644/original.jpg,men,"UK 5, UK 6, UK 7, UK 8, UK 9, UK 10, UK 11, UK 12, ",,,,,,,,,,,,,,,,,
573,Future rider king - puma black,PUMA Select,Puma Black,Code 37445901,Mesh Upper with Suede & Synthetic Overlays with Rubber Sole,R1429,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1996086/original.jpg,men,"UK 10, UK 11, UK 6, UK 7, UK 8, UK 9, ",,,,,,,,,,,,,,,,,
574,RS-2K Futura - puma black & thyme,PUMA Select,Puma Black & Thyme,Code 37413702,Synthetic Upper with Rubber Sole,R1429,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1996074/original.jpg,men,"UK 12, UK 6, UK 7, UK 8, UK 9, UK 10, UK 11, ",,,,,,,,,,,,,,,,,
