,Model,Brand,Colour,Style,Fabrication,Price,Picture,Age,size,Product url
66,Future rider aka boku -  puma x aka boku,PUMA Select,Puma black-Solar power,Code 380169_01,Nylon Upper with Rubber Sole,1999,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/2235123/original.jpg,men,"UK 6, UK 7, UK 8, UK 9, UK 10, UK 11, ",https://superbalist.com/men/shoes/sneakers/future-rider-aka-boku-380169-01-puma-black-solar-power/689564
67,Rs-connect aka boku -  puma x aka boku,PUMA Select,Solar power-Puma white,Code 375968_01,Mesh Upper with Rubber Sole,2499,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/2235060/original.jpg,men,"UK 6, UK 7, UK 8, UK 9, UK 10, UK 11, ",https://superbalist.com/men/shoes/sneakers/rs-connect-aka-boku-375968-01-solar-power-puma-white/689580
68,Oslo-city re.gen - puma white-nimbus cloud,PUMA,Puma white - Nimbus cloud,Code 375859_01,Leather Upper with Rubber Sole,2299,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/2235034/original.jpg,men,"UK 7, UK 8, UK 9, UK 10, UK 11, UK 12, UK 6, ",https://superbalist.com/men/shoes/sneakers/oslo-city-re-gen-375859-01-puma-white-nimbus-cloud/689462
69,Ua old skool - (classic sport) black/waterfall,Vans,Black & Waterfall,Code VN0A3WKT4FV1,Canvas Upper with Suede Overlays & Rubber sole,899,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/2233295/original.jpg,men,"UK 6, UK 7, UK 8, UK 9, UK 10, UK 11, ",https://superbalist.com/men/shoes/sneakers/ua-old-skool-classic-sport-black-waterfall/687832
70,Mirage mox -,PUMA Select,eggnog-fiery coral,,"Mesh, Suede Upper/Rubber Sole",2299,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/2071834/original.jpg,men,"UK 6, UK 7, UK 8, UK 9, UK 10, UK 11, ",https://superbalist.com/men/shoes/sneakers/mirage-mox-375167-02-eggnog-fiery-coral/689567
71,5740 - grey,New Balance,Grey,Code M5740CA,Suede & Mesh Upper with Rubber Sole,1999,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/2233447/original.jpg,men,"UK 8, UK 9, UK 10, UK 11, UK 6, UK 7, ",https://superbalist.com/men/shoes/sneakers/5740-grey-m5740ca/689772
72,237 - turtledove,New Balance,Turtledove (270),Code MS237CB,Suede & Mesh Upper with Rubber Sole,1499,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/2233469/original.jpg,men,"UK 7, UK 8, UK 9, UK 10, UK 11, UK 11.5, ",https://superbalist.com/men/shoes/sneakers/237-turtledove-ms237cb/689797
73,237 - indigo,New Balance,Indigo (426),Code MS237CA,Suede & Mesh Upper with Rubber Sole,1499,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/2233458/original.jpg,men,"UK 8, UK 9, UK 10, UK 11, UK 6, UK 7, ",https://superbalist.com/men/shoes/sneakers/237-indigo-ms237ca/689796
74,Evdnt ultimatewaffle - black/black/white,Vans,black/black/white,,Canvas Upper with Rubber Sole,1999,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/2223291/original.jpg,men,"UK 6, UK 7, UK 8, UK 9, UK 10, UK 11, ",https://superbalist.com/men/shoes/sneakers/evdnt-ultimatewaffle-black-black-white/687017
75,Evdnt ultimatewaffle - grey/multi,Vans,grey/multi,,Canvas Upper with Rubber Sole,1999,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/2223259/original.jpg,men,"UK 4, UK 5, UK 6, UK 7, UK 8, UK 9, UK 10, ",https://superbalist.com/men/shoes/sneakers/evdnt-ultimatewaffle-grey-multi/687018
76,Air force 1 '07 lv8 - light bone/black-sail,Nike,light bone/black-sail,Code CZ0339-001,Leather Upper with Rubber Sole,1999,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/2227048/original.jpg,men,"UK 6.5, UK 9.5, UK 6, UK 7, UK 7.5, UK 8, UK 8.5, UK 9, UK 10, UK 10.5, UK 11, UK 11.5, UK 12, ",https://superbalist.com/men/shoes/sneakers/nike-air-force-1-07-lv8-cz0339-001-light-bone-black-sail/647361
77,Ua era - (classic sport) black/waterfall,Vans,Black/Waterfall,,Canvas Upper with Rubber Sole,749,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/2223321/original.jpg,men,"UK 6, UK 7, UK 8, UK 9, UK 10, UK 11, ",https://superbalist.com/men/shoes/sneakers/ua-era-classic-sport-black-waterfall/687831
78,Trailfox boot kidsuper -  puma x kidsuper studios,PUMA Select,Lupine-Paloma,Code 375191_01,Nylon Upper with Rubber Sole,2249,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/2222052/original.jpg,men,"UK 6, UK 7, UK 8, UK 9, UK 10, UK 11, ",https://superbalist.com/men/shoes/sneakers/trailfox-boot-kidsuper-375191-01-lupine-paloma/689584
79,Ralph samspon 70 kidsuper -  puma x kidsuper studios,PUMA Select,Puma white-Puma white,Code 375190_01,Leather Upper with Rubber Sole,1724,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/2222028/original.jpg,men,"UK 6, UK 7, UK 8, UK 9, UK 10, UK 11, ",https://superbalist.com/men/shoes/sneakers/ralph-samspon-70-kidsuper-375190-01-puma-white-puma-white/689578
80,Mirage mox kidsuper -  puma x kidsuper studios,PUMA Select,forever blue-shifting sand,Code 375189_01,Suede Upper with Rubber Sole,1949,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/2222007/original.jpg,men,"UK 7, UK 8, UK 9, UK 10, UK 11, UK 6, ",https://superbalist.com/men/shoes/sneakers/mirage-mox-kidsuper-375189-01-forever-blue-shifting-sand/689569
81,574v2 - outer space (075),New Balance,Outerspace with varsity gold,Code ml574na2,TENCEL™ Lyocell textile upper with Suede Overlays & Rubber Sole,1699,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/2216299/original.jpg,men,"UK 6, UK 7, UK 8, UK 9, UK 10, UK 11, ",https://superbalist.com/men/shoes/sneakers/574v2-outer-space-075-ml574na2/689768
82,Ua era - uv ink/true white,Vans,uv ink/true white,Code VN0A54F145R1,Canvas Upper with Waffle Sole,674,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/2225994/original.jpg,men,"UK 3, UK 4, UK 5, UK 6, UK 7, UK 8, UK 9, UK 10, UK 11, ",https://superbalist.com/men/shoes/sneakers/ua-era-uv-ink-true-white/687765
83,574v2 - beige (268),New Balance,Timberwolf with grey oak,Code ml574nr2,,1699,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/2216310/original.jpg,men,"UK 6, UK 8, UK 7, UK 9, UK 11, ",https://superbalist.com/men/shoes/sneakers/574v2-beige-268-ml574nr2/689769
84,Future rider icons - marshmallow-star sapphire,PUMA,Marshmallow & Star Sapphire,Code 380723 01,Mesh Upper with Nubuck Overlays & Rubber Sole,1274,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/2216353/original.jpg,men,"UK 6, UK 7, UK 8, UK 9, UK 10, UK 11, UK 12, ",https://superbalist.com/men/shoes/sneakers/future-rider-icons-380723-01-marshmallow-star-sapphire/689487
85,Future rider icons - castlerock-puma black,PUMA,Castlerock & Puma Black,Code 380723 02,Mesh Upper with Nubuck Overlays & Rubber Sole,1274,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/2216378/original.jpg,men,"UK 6, UK 7, UK 8, UK 9, UK 10, UK 11, UK 12, UK 13, ",https://superbalist.com/men/shoes/sneakers/future-rider-icons-380723-02-castlerock-puma-black/689488
86,Trase tx - black,DC,Black,,Canvas Upper with Rubber Sole,559,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/2213902/original.jpg,men,"UK 6, UK 7, UK 8, UK 9, UK 11, UK 10, UK 12, UK 13, ",https://superbalist.com/men/shoes/sneakers/trase-tx-adys300656-bkw-black-white/729474
87,DC x Bob's Burgers Manual Hi - black,DC,Black,Code ADYS300669-KWP,Canvas Upper with Rubber Sole,769,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/2183949/original.jpg,men,"UK 6, UK 7, UK 8, UK 9, UK 10, UK 11, ",https://superbalist.com/men/shoes/sneakers/dc-x-bob-s-burgers-manual-hi-black/731004
88,Sb heritage vulc - coast/white-psychic blue-white,Nike,Coast/white-psychic blue-white,Code CD5010-401,Suede & Canvas Upper with Rubber Sole,1299,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/2209298/original.jpg,men,"UK 7, UK 8, UK 9, UK 10, UK 11, UK 6, UK 12, ",https://superbalist.com/men/shoes/sneakers/nike-sb-heritage-vulc-cd5010-401-coast-white-psychic-blue-white/647348
89,Sb heritage vulc - flax/college orange-oatmeal-white,Nike,Flax/Oatmeal/White/College Orange,Code CD5010-201,,1299,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/2209294/original.jpg,men,"UK 6, UK 7, UK 8, UK 9, UK 10, UK 11, UK 12, ",https://superbalist.com/men/shoes/sneakers/nike-sb-heritage-vulc-cd5010-201-flax-college-orange-oatmeal-white/647347
90,Puma R78 futr - puma black-puma white-glacier gray,PUMA,Puma Black-Puma White-Glacier Gray,Code 374895 11,Mesh Upper with Synthetic Leather Overlays & Rubber Sole,974,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/2209291/original.jpg,men,"UK 6, UK 7, UK 8, UK 9, UK 10, UK 11, UK 12, ",https://superbalist.com/men/shoes/sneakers/puma-r78-futr-374895-11-puma-black-puma-white-glacier-gray/689482
91,S-astico mc sneakers - baltic,Diesel,Baltic,Code Y02662-P1239-T6289,Canvas Upper with Rubber Sole,2239,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/2209098/original.jpg,men,"UK 6, UK 7, UK 8, UK 9, UK 10, UK 11, ",https://superbalist.com/men/shoes/sneakers/s-astico-mc-sneakers-y02662-p1239-t6289-baltic/672713
92,373v2 - workwear,New Balance,Workwear,Code ml373sm2,Suede Leather Upper,1199,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/2209259/original.jpg,men,"UK 7, UK 8, UK 9, UK 10, UK 11, ",https://superbalist.com/men/shoes/sneakers/373v2-workwear-264-ml373sm2/689808
93,373v2 - vintage indigo,New Balance,Vintage indigo,Code ml373sn2,Suede Leather Upper,1199,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/2209237/original.jpg,men,"UK 6.5, UK 7, UK 8, UK 9, UK 10, UK 11, ",https://superbalist.com/men/shoes/sneakers/373v2-vintage-indigo-496-ml373sn2/689809
94,Puma backcourt mid rainbow - puma white,PUMA,Puma White,Code 368872 01,Synthetic Leather Upper with Rubber Sole,974,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/2209252/original.jpg,men,"UK 6, UK 7, UK 8, UK 9, UK 10, UK 11, UK 12, UK 13, ",https://superbalist.com/men/shoes/sneakers/puma-backcourt-mid-rainbow-368872-01-puma-white-puma-white/689480
95,X-ray² square rainbow - puma white-puma white-scuba blue-poppy red,PUMA,Puma White-Puma White-Scuba Blue-Poppy Red,Code 368856 01,Knit Upper with Synthetic Leather Overlays & Rubber Sole,1049,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/2209186/original.jpg,men,"UK 6, UK 7, UK 8, UK 9, UK 10, UK 11, UK 12, ",https://superbalist.com/men/shoes/sneakers/x-ray-square-rainbow-368856-01-puma-white-puma-white-scuba-blue-poppy-red/689485
96,X-ray lite rainbow - puma black-puma black-celandine-scuba blue,PUMA,Puma Black-Puma Black-Celandine-Scuba Blue,Code 368863 01,Textile Upper with Synthetic Leather Overlays & Rubber Sole,899,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/2209217/original.jpg,men,"UK 6, UK 7, UK 8, UK 9, UK 10, UK 11, UK 12, ",https://superbalist.com/men/shoes/sneakers/x-ray-lite-rainbow-368863-01-puma-black-puma-black-celandine-scuba-blue/689483
97,237 - white & burgundy,New Balance,White & Burgundy,Code ms237sb,Suede Upper,1699,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/2209278/original.jpg,men,"UK 8, UK 9, UK 10, UK 11, UK 6, UK 7, ",https://superbalist.com/men/shoes/sneakers/237-grey-030-ms237sb/689791
98,373v2 - celadon,New Balance,Celadon,Code ml373sf2,,1199,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/2209218/original.jpg,men,"UK 7, UK 8, UK 9, UK 10, UK 11, ",https://superbalist.com/men/shoes/sneakers/373v2-celadon-392-ml373sf2/689807
99,X-ray lite rainbow - puma white-puma white-celandine-scuba blue,PUMA,Puma White-Puma White-Celandine-Scuba Blue,Code 368863 02,Textile Upper with Synthetic Leather Overlays & Rubber Sole,899,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/2209236/original.jpg,men,"UK 6, UK 7, UK 8, UK 9, UK 10, UK 11, UK 12, ",https://superbalist.com/men/shoes/sneakers/x-ray-lite-rainbow-368863-02-puma-white-puma-white-celandine-scuba-blue/689484
100,X-ray² square rainbow - puma black-puma black-scuba blue-poppy red,PUMA,Puma Black-Puma Black-Scuba Blue-Poppy Red,Code 368856 02,Knit Upper with Synthetic Leather Overlays & Rubber Sole,1049,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/2209203/original.jpg,men,"UK 6, UK 7, UK 8, UK 9, UK 10, UK 11, UK 12, UK 13, ",https://superbalist.com/men/shoes/sneakers/x-ray-square-rainbow-368856-02-puma-black-puma-black-scuba-blue-poppy-red/689486
101,237 - velocity red,New Balance,Velocity Red & Atlantic,Code MS237AC,Nylon upper with Suede Overlays & Rubber Sole,1329,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/2206881/original.jpg,men,"UK 7, UK 8, UK 9, UK 10, UK 11, UK 11.5, UK 6, ",https://superbalist.com/men/shoes/sneakers/237-velocity-red-ms237ac/689795
102,Converse x Todd Snyder Jack Purcell Low,Converse,Obsidian/egret,Code 171844C,12 oz canvas upper with teasel suede tongue & Rubber sole,1499,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/2207304/original.jpg,men,"UK 5, UK 6, UK 12, UK 7, UK 8, UK 9, UK 10, UK 11, ",https://superbalist.com/men/shoes/sneakers/converse-x-todd-snyder-jack-purcell-low-obsidian-egret/745029
103,Anzarun lite - poppy red-poppy red-peacoat,PUMA,Poppy red-poppy red-peacoat,,,674,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/2207451/original.jpg,men,"UK 6, UK 7, UK 8, UK 9, UK 10, UK 11, UK 12, UK 13, ",https://superbalist.com/men/shoes/sneakers/anzarun-lite-371128-18-poppy-red-poppy-red-peacoat/689478
104,327 - summer fog,New Balance,Summer fog with Black,Code MS327PBB,Nylon upper with Suede Overlays & Rubber Sole,2099,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/2206966/original.jpg,men,"UK 11, UK 6, UK 7, UK 8, UK 9, UK 10, ",https://superbalist.com/men/shoes/sneakers/327-summer-fog-ms327pbb/689788
105,237 - vintage orange,New Balance,Vintage Orange,Code MS237CD,Nylon upper with Suede Overlays & Rubber Sole,1049,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/2206902/original.jpg,men,"UK 6, UK 7, UK 8, UK 9, UK 10, UK 11, UK 11.5, ",https://superbalist.com/men/shoes/sneakers/237-vintage-orange-ms237cd/689799
106,Converse x Todd Snyder Jack Purcell Low,Converse,Egret/gum,Code 171843C,12 oz canvas upper with teasel suede tongue & Rubber Sole,1499,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/2207290/original.jpg,men,"UK 5, UK 6, UK 11, UK 12, UK 7, UK 8, UK 9, UK 10, ",https://superbalist.com/men/shoes/sneakers/converse-x-todd-snyder-jack-purcell-low-egret-gum/745030
107,237 - burgundy,New Balance,Burgundy,Code MS237CF,Nylon upper with Suede Overlays & Rubber Sole,1049,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/2206926/original.jpg,men,"UK 6, UK 7, UK 8, UK 9, UK 10, UK 11, UK 11.5, ",https://superbalist.com/men/shoes/sneakers/237-burgundy-ms237cf/689801
108,237 - cobalt,New Balance,Cobalt Blue with Aspen,Code MS237AA,,1329,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/2206819/original.jpg,men,"UK 7, UK 8, UK 9, UK 11, UK 6, UK 10, UK 11.5, ",https://superbalist.com/men/shoes/sneakers/237-cobalt-ms237aa/689793
109,237 - rogue wave,New Balance,Rogue Wave,Code MS237CE,Nylon upper with Suede Overlays & Rubber Sole,1049,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/2206922/original.jpg,men,"UK 6, UK 7, UK 8, UK 9, UK 10, UK 11, UK 11.5, ",https://superbalist.com/men/shoes/sneakers/237-rogue-wave-ms237ce/689800
110,"Blazer mid '77 - ""Cork Plant Pack""",Nike,White/obsidian-white-obsidian,Code CI1166-100,Canvas Upper with Rubber Sole,1999,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/2207511/original.jpg,men,"UK 6, UK 6.5, UK 7, UK 7.5, UK 8, UK 8.5, UK 9, UK 10, UK 11, UK 12, ",https://superbalist.com/men/shoes/sneakers/blazer-mid-77-ci1166-100-white-obsidian-cork-plant-pack/647350
111,237 - vintage orange,New Balance,Vintage Orange & Team Teal,Code MS237AB,Nylon upper with Suede Overlays & Rubber Sole,1329,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/2206829/original.jpg,men,"UK 7, UK 9, UK 10, UK 11, UK 11.5, UK 6, UK 8, ",https://superbalist.com/men/shoes/sneakers/237-vintage-orange-ms237ab/689794
112,Puma r78 futr - elektro blue-puma white-puma white,PUMA,Elektro blue-puma white-puma white,,Mesh Upper/Rubber Sole,974,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/2071687/original.jpg,men,"UK 6, UK 7, UK 8, UK 9, UK 10, UK 11, UK 12, ",https://superbalist.com/men/shoes/sneakers/puma-r78-futr-374895-08-elektro-blue-puma-white-puma-white/689481
113,Classic slip-on - (better together) fuchsia purple/true white,Vans,Fuchsia Purple/True White,Code VN0A33TB42W,Textile Upper with Waffle Sole,674,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/2145622/original.jpg,women,"UK 3, UK 4, UK 5, UK 6, UK 7, UK 8, UK 9, ",https://superbalist.com/women/shoes/sneakers/classic-slip-on-better-together-fuchsia-purple-true-white/687772
114,Chuck taylor all star traveler ox - dramatic nights - air ticket,Converse,"Black, White, Bold Wasabi - dramatic nights - air ticket",Code 170852C,Canvas Upper with Rubber sole,1199,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/2196111/original.jpg,men,"UK 7, UK 8, UK 9, UK 10, UK 11, UK 6, ",https://superbalist.com/men/shoes/sneakers/chuck-taylor-all-star-traveler-ox-black-white-bold-wasabi-dramatic-nights-air-ticket/714118
115,Chuck Taylor All Star pride hi - white/multi,Converse,White/multi/white - pride,Code 170822C,,1399,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/2198482/original.jpg,men,"UK 3, UK 4, UK 11, UK 5, UK 6, UK 7, UK 8, UK 9, UK 10, ",https://superbalist.com/men/shoes/sneakers/chuck-taylor-all-star-pride-hi-white-multi-white-pride/714126
116,Chuck Taylor All Star pride ox - white/multi,Converse,White/multi/white - pride,Code 170823C,Canvas Upper with Rubber sole,1299,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/2198516/original.jpg,men,"UK 3, UK 7, UK 4, UK 5, UK 6, UK 8, UK 9, UK 10, ",https://superbalist.com/men/shoes/sneakers/chuck-taylor-all-star-pride-ox-white-multi-white-pride/714127
117,237 - reflection,New Balance,Reflection (073),Code MS237SA,Suede Upper with Rubber sole,1699,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/2196147/original.jpg,men,"UK 6, UK 7, UK 8, UK 9, UK 10, UK 11, ",https://superbalist.com/men/shoes/sneakers/237-reflection-ms237sa/689790
118,UA classic slip-on - (bandana) true blue & true white,Vans,True Blue & True White,Code VN0A33TB42U1,Canvas Upper with Waffle Sole,599,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/2197019/original.jpg,men,"UK 5, UK 6, UK 7, UK 8, UK 9, UK 10, UK 11, UK 3, UK 4, ",https://superbalist.com/men/shoes/sneakers/ua-classic-slip-on-bandana-true-blue-true-white/687761
119,UA classic slip-on - (bandana) black & true white,Vans,Black & True White,Code VN0A33TBD9S1,Canvas Upper with Waffle Sole,599,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/2196955/original.jpg,men,"UK 8, UK 9, UK 10, UK 11, UK 3, UK 4, UK 5, UK 6, UK 7, ",https://superbalist.com/men/shoes/sneakers/ua-classic-slip-on-bandana-black-true-white/687762
120,UA sk8-hi - (bandana) classic white & black,Vans,Classic White & Black,Code VN0A32QG42S1,Canvas & Suede Upper with Waffle Sole,824,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/2197180/original.jpg,men,"UK 6, UK 7, UK 8, UK 9, UK 10, UK 11, ",https://superbalist.com/men/shoes/sneakers/ua-sk8-hi-bandana-classic-white-black/687828
121,Chuck taylor all star traveler hi - dramatic nights - air ticket,Converse,"White, Black, Bold Wasabi - dramatic nights - air ticket",Code 170851C,Canvas Upper with Rubber sole,1299,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/2196104/original.jpg,men,"UK 6, UK 7, UK 8, UK 9, UK 10, UK 11, ",https://superbalist.com/men/shoes/sneakers/chuck-taylor-all-star-traveler-hi-white-black-bold-wasabi-dramatic-nights-air-ticket/714117
